"cov";"id";"i";"o";"p";"it";"itop";"HS"
0.25;10;20;10;20;55;1;52.99
1;2.5;5;10;5;56;1;2.45
0.5;0.01;10;10;10;56;1;-0.15
1;2.5;20;10;20;56;1;3.35
0.25;2.5;5;10;5;57;1;4.64
0;1;10;10;10;57;1;4.2
0.25;1;20;10;20;57;1;6.1
0;2.5;5;10;5;58;1;5.02
0.25;0.01;10;10;10;58;1;0.15
0.5;1;20;10;20;58;1;6.3
0.75;1;5;10;5;59;1;1.63
0.25;5;10;10;10;59;1;19.04
0;2.5;20;10;20;59;1;20.81
0.75;10;5;10;5;60;1;13.6
0.25;2.5;10;10;10;60;1;10.45
0;0.01;20;10;20;60;1;0.13
0.75;2.5;5;10;5;61;1;3.93
1;2.5;10;10;10;61;1;2.88
0.25;1;20;10;20;61;1;6.83
0.75;10;5;10;5;62;1;10.46
1;1;10;10;10;62;1;1.6
0.75;1;20;10;20;62;1;4.45
0.75;1;5;10;5;63;1;1.78
0.25;10;10;10;10;63;1;27.6
0.5;2.5;20;10;20;63;1;16.04
0.75;0.01;5;10;5;64;1;-0.22
0.25;0.01;10;10;10;64;1;-0.1
0.25;0.01;20;10;20;64;1;0.02
0.75;1;5;10;5;65;1;1.3
0.5;1;10;10;10;65;1;3
0.75;5;20;10;20;65;1;23.38
1;10;5;10;5;66;1;4.26
0;5;10;10;10;66;1;17.27
0.25;5;20;10;20;66;1;34.5
0.25;0.01;5;10;5;67;1;-0.08
1;5;10;10;10;67;1;4.11
0.75;10;20;10;20;67;1;38.73
0.25;5;5;10;5;68;1;10.1
0;2.5;10;10;10;68;1;10.97
0.25;0.01;20;10;20;68;1;0.03
0.75;0.01;5;10;5;69;1;-0.18
0.5;10;10;10;10;69;1;23.67
1;0.01;20;10;20;69;1;-0.24
1;2.5;5;10;5;70;1;2.21
0;10;10;10;10;70;1;27.7
0;10;20;10;20;70;1;53.58
0.5;1;5;10;5;71;1;2.21
0.25;2.5;10;10;10;71;1;10.18
0;10;20;10;20;71;1;53.68
0;5;5;10;5;72;1;8.71
0;10;10;10;10;72;1;27.55
0.5;5;20;10;20;72;1;30.53
1;10;5;10;5;73;1;4.33
1;1;10;10;10;73;1;1.49
0;2.5;20;10;20;73;1;21.99
0.25;1;5;10;5;74;1;1.51
0.5;1;10;10;10;74;1;3.65
0;2.5;20;10;20;74;1;22.16
0.25;10;5;10;5;75;1;14.45
0.5;1;10;10;10;75;1;2.87
0.5;2.5;20;10;20;75;1;21.04
0.75;10;5;10;5;76;1;10.85
1;2.5;10;10;10;76;1;2.8
0.25;2.5;20;10;20;76;1;19.3
0;1;5;10;5;77;1;2.2
0;5;10;10;10;77;1;17.5
1;10;20;10;20;77;1;5.46
0.75;1;5;10;5;78;1;1.81
0.25;0.01;10;10;10;78;1;0.15
0.25;2.5;20;10;20;78;1;19.41
0.5;2.5;5;10;5;79;1;5.91
0;2.5;10;10;10;79;1;10.38
0;0.01;20;10;20;79;1;-0.04
1;0.01;5;10;5;80;1;-0.18
0.25;2.5;10;10;10;80;1;9.69
0;5;20;10;20;80;1;36.97
1;2.5;5;10;5;81;1;2.41
0.75;1;10;10;10;81;1;3.2
1;10;20;10;20;81;1;5.41
0.75;5;5;10;5;82;1;10.04
1;2.5;10;10;10;82;1;3.28
0;1;20;10;20;82;1;7.83
0.75;1;5;10;5;83;1;1.14
1;2.5;10;10;10;83;1;2.86
0.5;0.01;20;10;20;83;1;-0.02
0.5;1;5;10;5;84;1;1.44
0.5;10;10;10;10;84;1;23.62
0.75;5;20;10;20;84;1;22.4
0.75;2.5;5;10;5;85;1;4.97
0.5;2.5;10;10;10;85;1;8.22
1;2.5;20;10;20;85;1;3.5
1;10;5;10;5;86;1;4.49
0.75;1;10;10;10;86;1;2.94
1;5;20;10;20;86;1;4.48
1;1;5;10;5;87;1;1.11
0.5;0.01;10;10;10;87;1;0.01
1;2.5;20;10;20;87;1;3.44
0;1;5;10;5;88;1;1.89
0.25;0.01;10;10;10;88;1;-0.08
0.75;1;20;10;20;88;1;3.85
0.25;5;5;10;5;89;1;8.34
0.75;1;10;10;10;89;1;2.28
0.75;2.5;20;10;20;89;1;13.75
0;1;5;10;5;90;1;2.23
0.75;5;10;10;10;90;1;13.81
0.75;0.01;20;10;20;90;1;-0.19
0.75;2.5;5;10;5;91;1;5.08
0;0.01;10;10;10;91;1;0.2
0.25;1;20;10;20;91;1;7.47
0.5;10;5;10;5;92;1;11.69
0.5;5;10;10;10;92;1;17.2
1;10;20;10;20;92;1;5.26
0.25;5;5;10;5;93;1;7.61
0.5;5;10;10;10;93;1;14.56
0.25;1;20;10;20;93;1;7.13
1;0.01;5;10;5;94;1;0.07
0;2.5;10;10;10;94;1;9.56
0.25;2.5;20;10;20;94;1;22.48
0;0.01;5;10;5;95;1;0.15
0;1;10;10;10;95;1;3.6
0.5;5;20;10;20;95;1;32.44
0.5;0.01;5;10;5;96;1;-0.02
1;10;10;10;10;96;1;4.99
1;10;20;10;20;96;1;5.24
0.75;10;5;10;5;97;1;14.03
0.75;5;10;10;10;97;1;12.14
0.75;1;20;10;20;97;1;3.84
0.5;1;5;10;5;98;1;1.86
0.25;10;10;10;10;98;1;27.25
0.5;10;20;10;20;98;1;42.86
0.25;5;5;10;5;99;1;9.47
1;5;10;10;10;99;1;3.99
0.75;1;20;10;20;99;1;4.82
0;5;5;10;5;100;1;10.05
0;0.01;10;10;10;100;1;0.14
0.5;5;20;10;20;100;1;32.13
1;10;5;10;5;101;1;4.56
1;0.01;10;10;10;101;1;-0.19
0.5;1;20;10;20;101;1;6.42
1;5;5;10;5;102;1;3.3
0.75;5;10;10;10;102;1;15.61
0.5;1;20;10;20;102;1;6.21
0.75;2.5;5;10;5;103;1;3.83
0.5;5;10;10;10;103;1;17.18
1;10;20;10;20;103;1;5.41
0.5;0.01;5;10;5;104;1;0.18
0.25;0.01;10;10;10;104;1;-0.01
0.25;5;20;10;20;104;1;35.56
1;2.5;5;10;5;105;1;2.28
0.75;2.5;10;10;10;105;1;4.81
0.75;1;20;10;20;105;1;4.32
0.5;1;5;10;5;106;1;2.07
0.25;5;10;10;10;106;1;17.17
0.25;1;20;10;20;106;1;7.52
0.5;10;5;10;5;107;1;10.96
0.75;0.01;10;10;10;107;1;0.06
0.25;5;20;10;20;107;1;35.69
1;1;5;10;5;108;1;1.65
0.5;10;10;10;10;108;1;27.1
0.5;2.5;20;10;20;108;1;19.35
0.5;10;5;10;5;109;1;13.21
0;10;10;10;10;109;1;24.89
0;1;20;10;20;109;1;7.74
0.5;0.01;5;10;5;110;1;-0.06
0.75;5;10;10;10;110;1;13.47
1;10;20;10;20;110;1;5.34
1;0.01;5;10;5;111;1;0.11
1;5;10;10;10;111;1;4.21
0.25;0.01;20;10;20;111;1;0.17
0.25;2.5;5;10;5;112;1;5.57
0.25;5;10;10;10;112;1;17.91
0;0.01;20;10;20;112;1;0.14
0.75;2.5;5;10;5;113;1;3.23
1;10;10;10;10;113;1;4.77
1;1;20;10;20;113;1;2.08
0.75;1;5;10;5;114;1;1.71
1;10;10;10;10;114;1;5.1
0.75;1;20;10;20;114;1;4.44
0.5;0.01;5;10;5;115;1;-0.09
0.75;1;10;10;10;115;1;2.91
0.25;1;20;10;20;115;1;7.14
0.5;0.01;5;10;5;116;1;0
1;2.5;10;10;10;116;1;2.99
0.75;1;20;10;20;116;1;4.23
0.25;1;5;10;5;117;1;1.79
0.5;0.01;10;10;10;117;1;0.18
0.25;10;20;10;20;117;1;52.04
0.75;2.5;5;10;5;118;1;4.79
0.75;1;10;10;10;118;1;2.26
1;0.01;20;10;20;118;1;0.05
0;1;5;10;5;119;1;1.71
0;0.01;10;10;10;119;1;0.06
1;2.5;20;10;20;119;1;3.31
0;1;5;10;5;120;1;1.81
0.75;2.5;10;10;10;120;1;6.77
0;0.01;20;10;20;120;1;-0.12
0;1;5;10;5;121;1;1.98
0.25;1;10;10;10;121;1;3.4
1;10;20;10;20;121;1;5.48
0.25;10;5;10;5;122;1;12.64
0.25;2.5;10;10;10;122;1;11.22
1;10;20;10;20;122;1;5.41
1;1;5;10;5;123;1;1.43
1;0.01;10;10;10;123;1;0.04
0;10;20;10;20;123;1;54.83
0.25;5;5;10;5;124;1;9.71
0.25;2.5;10;10;10;124;1;10.34
0.25;1;20;10;20;124;1;6.7
1;10;5;10;5;125;1;4.36
0.75;2.5;10;10;10;125;1;7.89
1;10;20;10;20;125;1;5.39
0;2.5;5;10;5;126;1;4.9
0.75;1;10;10;10;126;1;2.89
0.75;0.01;20;10;20;126;1;-0.02
0.75;5;5;10;5;127;1;7.53
0.75;2.5;10;10;10;127;1;5.96
1;0.01;20;10;20;127;1;0.08
0;1;5;10;5;128;1;1.83
0.5;0.01;10;10;10;128;1;-0.2
0.25;5;20;10;20;128;1;35.07
0.5;10;5;10;5;129;1;12.64
0.25;2.5;10;10;10;129;1;10.65
0.25;1;20;10;20;129;1;7.43
1;0.01;5;10;5;130;1;-0.15
1;5;10;10;10;130;1;4.1
1;2.5;20;10;20;130;1;3.37
0.5;5;5;10;5;131;1;9.84
0;5;10;10;10;131;1;19.84
1;2.5;20;10;20;131;1;3.47
0.5;2.5;5;10;5;132;1;5.09
0.75;0.01;10;10;10;132;1;0.02
1;5;20;10;20;132;1;4.54
0;2.5;5;10;5;133;1;5.41
1;5;10;10;10;133;1;4
0;0.01;20;10;20;133;1;-0.17
0;2.5;5;10;5;134;1;4.03
0;2.5;10;10;10;134;1;9.63
0.5;1;20;10;20;134;1;6.37
0.5;5;5;10;5;135;1;10.5
1;10;10;10;10;135;1;5.02
0.5;10;20;10;20;135;1;49.14
0.25;2.5;5;10;5;136;1;5.5
0.75;1;10;10;10;136;1;2.59
0;5;20;10;20;136;1;36.85
0.25;1;5;10;5;137;1;2.57
1;5;10;10;10;137;1;4.18
1;0.01;20;10;20;137;1;-0.04
0;10;5;10;5;138;1;13.13
0.5;1;10;10;10;138;1;2.86
0.25;5;20;10;20;138;1;36.22
0.75;10;5;10;5;139;1;15.74
1;2.5;10;10;10;139;1;3.04
0.75;10;20;10;20;139;1;35.95
0;0.01;5;10;5;140;1;0.01
1;1;10;10;10;140;1;1.68
0.5;2.5;20;10;20;140;1;16.85
0.5;5;5;10;5;141;1;9.48
1;10;10;10;10;141;1;4.92
0;1;20;10;20;141;1;7.73
0.75;0.01;5;10;5;142;1;0.06
1;0.01;10;10;10;142;1;0.04
0.25;0.01;20;10;20;142;1;0.03
0.75;1;5;10;5;143;1;1.36
0.25;2.5;10;10;10;143;1;8.95
1;1;20;10;20;143;1;2.08
1;2.5;5;10;5;144;1;2.66
0.5;5;10;10;10;144;1;15.25
0.75;1;20;10;20;144;1;3.7
0.75;2.5;5;10;5;145;1;5.55
0;10;10;10;10;145;1;27.07
0.25;0.01;20;10;20;145;1;0.07
0.25;5;5;10;5;146;1;9.06
0.5;10;10;10;10;146;1;24.32
0.25;10;20;10;20;146;1;55.41
0.75;5;5;10;5;147;1;5.78
1;2.5;10;10;10;147;1;3.04
0.25;5;20;10;20;147;1;32.84
1;1;5;10;5;148;1;1.25
0.75;5;10;10;10;148;1;9.27
0.5;5;20;10;20;148;1;32.01
0.75;5;5;10;5;149;1;8.57
0.25;10;10;10;10;149;1;24.44
0.75;5;20;10;20;149;1;24.74
0.75;0.01;5;10;5;150;1;0.23
0.5;1;10;10;10;150;1;2.97
0.75;10;20;10;20;150;1;42.74
1;0.01;5;10;5;151;1;0.17
0.5;1;10;10;10;151;1;3.2
1;5;20;10;20;151;1;4.38
0.5;10;5;10;5;152;1;14.37
1;0.01;10;10;10;152;1;0.06
0.5;1;20;10;20;152;1;6.2
1;10;5;10;5;153;1;4.5
1;5;10;10;10;153;1;3.96
0.5;10;20;10;20;153;1;47.57
0.5;0.01;5;10;5;154;1;-0.08
0.25;0.01;10;10;10;154;1;0.24
0.5;10;20;10;20;154;1;51.12
0.75;2.5;5;10;5;155;1;4.63
0.75;1;10;10;10;155;1;2.8
1;2.5;20;10;20;155;1;3.47
1;0.01;5;10;5;156;1;0.08
0.75;2.5;10;10;10;156;1;7.84
0.5;10;20;10;20;156;1;44.11
0.5;2.5;5;10;5;157;1;6.23
0.25;1;10;10;10;157;1;3.54
0;5;20;10;20;157;1;37.54
1;5;5;10;5;158;1;3.59
0.5;1;10;10;10;158;1;3.12
0;10;20;10;20;158;1;54.93
0.25;0.01;5;10;5;159;1;-0.02
0.25;0.01;10;10;10;159;1;0.08
0.25;2.5;20;10;20;159;1;19.89
0.75;1;5;10;5;160;1;1.5
0.25;10;10;10;10;160;1;26.74
0.75;10;20;10;20;160;1;38.2
0.25;2.5;5;10;5;161;1;5.3
0.25;5;10;10;10;161;1;18.55
0.25;2.5;20;10;20;161;1;21.58
1;10;5;10;5;162;1;4.54
1;1;10;10;10;162;1;1.54
1;10;20;10;20;162;1;5.42
0;1;5;10;5;163;1;1.99
0.75;5;10;10;10;163;1;11.65
0.75;1;20;10;20;163;1;5.3
0;10;5;10;5;164;1;15.58
0.25;1;10;10;10;164;1;3.27
0.25;5;20;10;20;164;1;35.4
0.25;10;5;10;5;165;1;11.67
0.25;0.01;10;10;10;165;1;0.18
0.25;10;20;10;20;165;1;51.8
0.5;1;5;10;5;166;1;1.54
0.5;10;10;10;10;166;1;25.75
0.5;10;20;10;20;166;1;48.73
0.25;0.01;5;10;5;167;1;0.02
0.5;0.01;10;10;10;167;1;0.09
1;1;20;10;20;167;1;2.36
1;0.01;5;10;5;168;1;-0.09
0.75;2.5;10;10;10;168;1;9.63
1;10;20;10;20;168;1;5.25
0;10;5;10;5;169;1;12.65
0.25;0.01;10;10;10;169;1;-0.06
0.25;1;20;10;20;169;1;7.06
0.5;2.5;5;10;5;170;1;4.46
1;5;10;10;10;170;1;4.01
0;0.01;20;10;20;170;1;0
0;10;5;10;5;171;1;14.91
0.5;1;10;10;10;171;1;2.94
1;5;20;10;20;171;1;4.29
0.5;5;5;10;5;172;1;8.87
1;1;10;10;10;172;1;1.55
1;5;20;10;20;172;1;4.39
0.75;10;5;10;5;173;1;14.1
0.5;0.01;10;10;10;173;1;0.1
1;5;20;10;20;173;1;4.55
0.25;1;5;10;5;174;1;2.42
1;1;10;10;10;174;1;1.88
1;2.5;20;10;20;174;1;3.6
1;10;5;10;5;175;1;4.4
0.5;1;10;10;10;175;1;2.94
0.25;0.01;20;10;20;175;1;0.11
0.75;1;5;10;5;176;1;1.1
0.75;1;10;10;10;176;1;2.54
0.25;5;20;10;20;176;1;35.18
0.75;5;5;10;5;177;1;8.2
0.75;5;10;10;10;177;1;14.68
0.5;2.5;20;10;20;177;1;18.01
0;0.01;5;10;5;178;1;-0.01
0.75;5;10;10;10;178;1;14.28
0.5;1;20;10;20;178;1;5.53
1;10;5;10;5;179;1;4.13
1;0.01;10;10;10;179;1;0.17
1;10;20;10;20;179;1;5.59
1;1;5;10;5;180;1;1.13
0.5;10;10;10;10;180;1;25.65
0;10;20;10;20;180;1;52.82
0.75;1;5;10;5;181;1;1.62
0.25;2.5;10;10;10;181;1;9.33
0.25;1;20;10;20;181;1;6.94
0;0.01;5;10;5;182;1;0.04
1;10;10;10;10;182;1;4.93
0.75;2.5;20;10;20;182;1;13.13
0.5;5;5;10;5;183;1;10.75
0.25;1;10;10;10;183;1;3.14
1;1;20;10;20;183;1;2.32
0.75;1;5;10;5;184;1;1.2
0.5;2.5;10;10;10;184;1;9.48
0.5;1;20;10;20;184;1;5.89
0;5;5;10;5;185;1;9.62
0.5;0.01;10;10;10;185;1;0.13
0.5;5;20;10;20;185;1;33.63
0;0.01;5;10;5;186;1;-0.14
0.75;5;10;10;10;186;1;13.17
0;2.5;20;10;20;186;1;21.26
0;1;5;10;5;187;1;1.66
0.25;10;10;10;10;187;1;25.12
1;2.5;20;10;20;187;1;3.35
0.25;10;5;10;5;188;1;14.43
1;2.5;10;10;10;188;1;3.08
0.5;1;20;10;20;188;1;6.28
0.5;5;5;10;5;189;1;9.9
0.75;5;10;10;10;189;1;11.73
0.5;1;20;10;20;189;1;5.08
1;2.5;5;10;5;190;1;2.55
0.5;2.5;10;10;10;190;1;9.96
0.75;2.5;20;10;20;190;1;11.89
0.25;1;5;10;5;191;1;2.63
0;2.5;10;10;10;191;1;10.08
0.5;10;20;10;20;191;1;49.78
0.75;2.5;5;10;5;192;1;4.16
1;1;10;10;10;192;1;1.83
0;5;20;10;20;192;1;37.66
0.5;2.5;5;10;5;193;1;4.49
1;0.01;10;10;10;193;1;0.05
0.5;10;20;10;20;193;1;49.46
0.75;10;5;10;5;194;1;11.95
0.25;1;10;10;10;194;1;4.15
0.5;0.01;20;10;20;194;1;0.08
1;10;5;10;5;195;1;4.32
1;5;10;10;10;195;1;4.05
0.5;2.5;20;10;20;195;1;17.45
0.5;2.5;5;10;5;196;1;3.95
0.5;1;10;10;10;196;1;3.4
1;5;20;10;20;196;1;4.44
0.5;2.5;5;10;5;197;1;4.07
0.5;0.01;10;10;10;197;1;-0.15
1;10;20;10;20;197;1;5.33
0.25;2.5;5;10;5;198;1;5.06
0.5;2.5;10;10;10;198;1;6.72
1;0.01;20;10;20;198;1;0.02
0;2.5;5;10;5;199;1;4.77
0.75;0.01;10;10;10;199;1;0.1
0.75;0.01;20;10;20;199;1;0.24
0.25;1;5;10;5;200;1;1.85
0.25;0.01;10;10;10;200;1;0.02
0.75;5;20;10;20;200;1;27.76
0.5;2.5;5;10;5;201;1;5.46
0.5;2.5;10;10;10;201;1;9.58
1;10;20;10;20;201;1;5.26
0.75;1;5;10;5;202;1;1.58
0.25;10;10;10;10;202;1;25.41
1;1;20;10;20;202;1;2.17
1;1;5;10;5;203;1;1.25
0;5;10;10;10;203;1;19.09
0;0.01;20;10;20;203;1;-0.23
0;2.5;5;10;5;204;1;4.88
0.5;1;10;10;10;204;1;2.68
0.5;10;20;10;20;204;1;44.93
0.25;1;5;10;5;205;1;1.77
0.5;0.01;10;10;10;205;1;0.19
0.25;0.01;20;10;20;205;1;-0.03
0;1;5;10;5;206;1;1.72
0.5;2.5;10;10;10;206;1;10.03
0.5;2.5;20;10;20;206;1;17.32
0.25;5;5;10;5;207;1;7.61
1;5;10;10;10;207;1;3.85
0.5;1;20;10;20;207;1;6.01
0.75;0.01;5;10;5;208;1;0.02
0.25;5;10;10;10;208;1;17.02
1;5;20;10;20;208;1;4.36
0.5;5;5;10;5;209;1;7.12
0.5;5;10;10;10;209;1;16.79
0.5;0.01;20;10;20;209;1;0.09
1;0.01;5;10;5;210;1;-0.05
0.25;1;10;10;10;210;1;3.33
0.5;10;20;10;20;210;1;47.46
0.5;5;5;10;5;211;1;9.64
1;1;10;10;10;211;1;1.86
0.25;10;20;10;20;211;1;51.33
1;5;5;10;5;212;1;3.59
0;10;10;10;10;212;1;26.73
0;0.01;20;10;20;212;1;0.05
0.5;2.5;5;10;5;213;1;5.23
0.5;2.5;10;10;10;213;1;9.27
0.25;10;20;10;20;213;1;52.48
1;2.5;5;10;5;214;1;2.32
0.5;0.01;10;10;10;214;1;0.16
1;2.5;20;10;20;214;1;3.4
0.5;5;5;10;5;215;1;10.03
1;1;10;10;10;215;1;1.7
0.75;10;20;10;20;215;1;35.01
0.25;10;5;10;5;216;1;12.88
0.75;0.01;10;10;10;216;1;0.19
1;0.01;20;10;20;216;1;-0.01
0.5;5;5;10;5;217;1;9.25
1;5;10;10;10;217;1;3.83
0.75;10;20;10;20;217;1;40.82
1;1;5;10;5;218;1;1.05
0.5;0.01;10;10;10;218;1;0.05
1;1;20;10;20;218;1;1.98
0.5;10;5;10;5;219;1;13.97
0.25;5;10;10;10;219;1;18.33
1;10;20;10;20;219;1;5.42
1;0.01;5;10;5;220;1;-0.11
0.5;0.01;10;10;10;220;1;-0.03
0.75;5;20;10;20;220;1;25.49
1;1;5;10;5;221;1;1.54
0.25;1;10;10;10;221;1;3.08
0.25;0.01;20;10;20;221;1;-0.13
0;5;5;10;5;222;1;9.54
0.25;1;10;10;10;222;1;3.31
0;5;20;10;20;222;1;35.94
0;10;5;10;5;223;1;14.83
0.75;5;10;10;10;223;1;12.37
0.25;5;20;10;20;223;1;34.51
0.25;10;5;10;5;224;1;12.28
0.25;2.5;10;10;10;224;1;11.54
0.25;0.01;20;10;20;224;1;-0.07
0.75;2.5;5;10;5;225;1;4.93
0;5;10;10;10;225;1;18.65
0.75;0.01;20;10;20;225;1;-0.01
0.75;2.5;5;10;5;226;1;4.8
1;1;10;10;10;226;1;1.75
0.75;10;20;10;20;226;1;39.69
0.75;1;5;10;5;227;1;1.63
0.25;1;10;10;10;227;1;3.99
0.25;10;20;10;20;227;1;52.17
0.75;5;5;10;5;228;1;6.6
0.75;1;10;10;10;228;1;2.46
0;10;20;10;20;228;1;53.44
0.75;2.5;5;10;5;229;1;3.75
0.25;10;10;10;10;229;1;25.31
1;0.01;20;10;20;229;1;0.02
0.25;1;5;10;5;230;1;1.77
0.25;5;10;10;10;230;1;18.75
0;10;20;10;20;230;1;56.69
0.75;10;5;10;5;231;1;10.23
0.25;0.01;10;10;10;231;1;0.03
0.75;0.01;20;10;20;231;1;-0.12
0.75;10;5;10;5;232;1;9.08
0.75;0.01;10;10;10;232;1;-0.05
0.75;5;20;10;20;232;1;20.5
1;0.01;5;10;5;233;1;-0.17
1;1;10;10;10;233;1;1.81
0;10;20;10;20;233;1;54.4
0.5;0.01;5;10;5;234;1;0.11
0.25;5;10;10;10;234;1;18.73
0.25;0.01;20;10;20;234;1;0.02
0;0.01;5;10;5;235;1;-0.08
0.5;0.01;10;10;10;235;1;-0.16
1;5;20;10;20;235;1;4.34
0.5;2.5;5;10;5;236;1;5.42
0;2.5;10;10;10;236;1;11.13
0.5;0.01;20;10;20;236;1;-0.02
0.25;1;5;10;5;237;1;1.89
1;10;10;10;10;237;1;5.06
1;0.01;20;10;20;237;1;0.1
0;0.01;5;10;5;238;1;0
0.5;5;10;10;10;238;1;14.42
0.25;1;20;10;20;238;1;7.55
0.75;1;5;10;5;239;1;1.8
0;5;10;10;10;239;1;18.15
1;2.5;20;10;20;239;1;3.36
1;10;5;10;5;240;1;4.43
0.75;10;10;10;10;240;1;22.78
0.5;2.5;20;10;20;240;1;17.57
0;1;5;10;5;241;1;2.04
0.25;2.5;10;10;10;241;1;10.32
0.25;10;20;10;20;241;1;53.2
0.75;10;5;10;5;242;1;9.83
1;0.01;10;10;10;242;1;-0.03
0;0.01;20;10;20;242;1;-0.14
0;1;5;10;5;243;1;1.96
0.25;0.01;10;10;10;243;1;-0.01
0;1;20;10;20;243;1;7.59
0.75;5;5;10;5;244;1;7.63
0;10;10;10;10;244;1;28.37
1;0.01;20;10;20;244;1;0.13
0.25;1;5;10;5;245;1;1.73
0.25;2.5;10;10;10;245;1;10.13
0.25;2.5;20;10;20;245;1;20.47
0.25;5;5;10;5;246;1;8.57
0.75;0.01;10;10;10;246;1;0.12
1;5;20;10;20;246;1;4.47
0.75;10;5;10;5;247;1;11.86
0;2.5;10;10;10;247;1;10.99
1;10;20;10;20;247;1;5.4
0.25;2.5;5;10;5;248;1;4.03
1;2.5;10;10;10;248;1;2.63
0;2.5;20;10;20;248;1;21.54
0.5;10;5;10;5;249;1;14.13
0;0.01;10;10;10;249;1;0.07
0.25;0.01;20;10;20;249;1;-0.16
0;5;5;10;5;250;1;8.72
0.5;2.5;10;10;10;250;1;10.15
0;5;20;10;20;250;1;35.47
0.75;1;5;10;5;251;1;1.93
1;2.5;10;10;10;251;1;3.2
0;0.01;20;10;20;251;1;0.01
0.5;5;5;10;5;252;1;6.45
0.5;5;10;10;10;252;1;14.16
1;0.01;20;10;20;252;1;-5.20417042793042e-18
0.25;0.01;5;10;5;253;1;-0.01
0.25;10;10;10;10;253;1;25.17
0.5;2.5;20;10;20;253;1;18.59
0.75;1;5;10;5;254;1;2.07
0.75;2.5;10;10;10;254;1;5.64
0;1;20;10;20;254;1;7.62
1;10;5;10;5;255;1;4.5
0.25;10;10;10;10;255;1;25.08
0.5;5;20;10;20;255;1;31.76
0;0.01;5;10;5;256;1;-0.09
0;0.01;10;10;10;256;1;0.11
1;5;20;10;20;256;1;4.62
0.25;5;5;10;5;257;1;7.96
0.75;5;10;10;10;257;1;11.05
0;2.5;20;10;20;257;1;21.75
1;2.5;5;10;5;258;1;2.39
0.5;1;10;10;10;258;1;3.21
0.75;1;20;10;20;258;1;5.42
1;0.01;5;10;5;259;1;-0.15
0.75;0.01;10;10;10;259;1;-0.1
0;5;20;10;20;259;1;37.23
1;2.5;5;10;5;260;1;2.5
0.75;1;10;10;10;260;1;2.61
0.5;10;20;10;20;260;1;46.78
0.5;1;5;10;5;261;1;1.61
0.5;5;10;10;10;261;1;14.91
0.5;1;20;10;20;261;1;5.7
0;0.01;5;10;5;262;1;0.1
0.25;10;10;10;10;262;1;24.84
0.25;10;20;10;20;262;1;51.42
0;0.01;5;10;5;263;1;-0.1
0.25;1;10;10;10;263;1;3.46
0.75;5;20;10;20;263;1;25.84
0.25;2.5;5;10;5;264;1;4.28
0.25;5;10;10;10;264;1;18.92
0.75;5;20;10;20;264;1;23.71
1;1;5;10;5;265;1;1.44
0;0.01;10;10;10;265;1;-0.11
0.25;0.01;20;10;20;265;1;-0.19
0.25;1;5;10;5;266;1;2.56
0.25;10;10;10;10;266;1;27.2
0.5;2.5;20;10;20;266;1;17.82
0.25;0.01;5;10;5;267;1;0.06
0.75;10;10;10;10;267;1;22.46
0.5;5;20;10;20;267;1;32.9
1;5;5;10;5;268;1;3.53
0.25;10;10;10;10;268;1;26.53
0.25;5;20;10;20;268;1;33.7
0.75;5;5;10;5;269;1;8.96
0;5;10;10;10;269;1;18.17
0.5;0.01;20;10;20;269;1;0.11
0.5;1;5;10;5;270;1;1.53
0.25;5;10;10;10;270;1;18.31
0.25;2.5;20;10;20;270;1;20.32
0.75;0.01;5;10;5;271;1;-0.16
0.5;1;10;10;10;271;1;3.07
0.25;5;20;10;20;271;1;32.06
0;10;5;10;5;272;1;12.4
0.5;5;10;10;10;272;1;14.68
0.5;5;20;10;20;272;1;33.56
0.75;1;5;10;5;273;1;1.71
1;10;10;10;10;273;1;4.93
0.75;0.01;20;10;20;273;1;0.04
0;5;5;10;5;274;1;9.99
0.75;5;10;10;10;274;1;11.74
0.25;2.5;20;10;20;274;1;21.94
0.25;0.01;5;10;5;275;1;-0.12
0.25;10;10;10;10;275;1;27.3
0.75;2.5;20;10;20;275;1;11.28
1;5;5;10;5;276;1;3.57
0.25;1;10;10;10;276;1;3.85
0.25;1;20;10;20;276;1;7.62
0.75;5;5;10;5;277;1;6.09
0;0.01;10;10;10;277;1;-0.08
0.75;1;20;10;20;277;1;5.46
0.75;10;5;10;5;278;1;10.79
0.75;5;10;10;10;278;1;13.94
1;0.01;20;10;20;278;1;0.02
1;10;5;10;5;279;1;3.97
0.25;1;10;10;10;279;1;3.55
1;10;20;10;20;279;1;5.48
1;0.01;5;10;5;280;1;-0.03
1;5;10;10;10;280;1;3.8
0.5;5;20;10;20;280;1;30.78
0;0.01;5;10;5;281;1;-0.02
0.5;5;10;10;10;281;1;17.9
0.25;5;20;10;20;281;1;35.15
1;1;5;10;5;282;1;0.91
0.75;0.01;10;10;10;282;1;-0.29
0.5;2.5;20;10;20;282;1;16.19
0.5;10;5;10;5;283;1;11.79
0.75;0.01;10;10;10;283;1;0.09
0.5;0.01;20;10;20;283;1;-0.04
1;5;5;10;5;284;1;3.16
1;10;10;10;10;284;1;4.93
0.75;5;20;10;20;284;1;23.65
0;5;5;10;5;285;1;9.08
0.75;1;10;10;10;285;1;3.32
0.25;5;20;10;20;285;1;34.93
0.25;0.01;5;10;5;286;1;0.14
0.75;0.01;10;10;10;286;1;0.01
0.5;5;20;10;20;286;1;29.05
0.5;10;5;10;5;287;1;11.92
